class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
p,f,s,o,t,n,f,c,b,o,e,b,s,s,w,w,p,w,t,p,o,v,o
p,f,y,n,f,n,f,c,n,w,e,o,o,o,w,o,p,w,o,e,w,v,d
p,f,y,y,f,f,f,c,b,gh,e,b,o,o,p,p,p,w,o,o,o,o,p
p,f,s,w,t,f,f,c,b,gh,t,b,s,o,w,w,p,w,o,p,o,v,g
p,x,y,g,f,f,f,c,b,gh,e,b,o,o,o,o,p,w,o,o,o,v,g
e,f,y,e,t,n,f,c,b,w,e,o,s,s,o,o,p,w,t,e,w,o,o
p,f,s,o,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,o,v,g
p,o,s,o,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,o,v,o
p,x,y,n,f,o,f,c,n,b,t,o,s,o,p,p,p,w,o,e,w,v,o
p,x,s,o,t,f,f,c,b,p,t,b,o,s,w,w,p,w,o,p,o,v,o
p,x,y,y,f,f,f,c,b,gh,e,b,o,o,p,o,p,w,o,o,o,o,p
p,o,y,w,t,n,f,c,b,gh,e,b,s,s,w,w,p,w,t,p,o,v,g
e,f,y,n,f,n,f,w,n,w,e,b,s,o,w,o,p,w,o,e,w,v,o
p,f,o,y,f,f,f,c,b,gh,e,b,o,o,p,p,p,w,o,o,o,o,g
p,f,y,y,f,f,f,c,b,gh,e,b,o,o,p,o,p,w,o,o,o,v,p
p,f,y,y,f,f,f,c,b,p,e,b,o,o,o,p,p,w,o,o,o,v,g
p,x,s,g,t,f,f,c,b,gh,t,b,s,o,w,w,p,w,o,p,o,o,o
p,x,y,e,f,o,f,c,n,b,t,o,s,o,w,p,p,w,o,e,w,v,o
p,x,y,y,f,n,f,c,n,w,e,o,o,o,w,o,p,w,o,e,w,v,d
p,x,y,n,f,f,f,c,n,b,t,o,o,o,p,w,p,w,o,e,w,v,p
p,f,s,w,t,f,f,c,b,gh,t,b,s,o,w,w,p,w,o,p,o,o,g
p,f,o,g,f,f,f,c,b,p,e,b,o,o,o,o,p,w,o,o,o,o,g
e,f,o,n,f,n,f,w,n,w,e,b,s,s,w,o,p,w,o,e,w,v,o
p,x,s,g,t,f,f,c,b,w,t,b,o,s,w,w,p,w,o,p,o,o,g
p,f,s,o,t,f,f,c,b,gh,t,b,o,o,w,w,p,w,o,p,o,v,o
e,f,s,e,t,n,f,c,b,o,e,o,s,s,o,o,p,w,t,e,w,o,o
p,x,s,o,t,f,f,c,b,gh,t,b,s,s,w,w,p,w,o,p,o,o,o
p,f,y,y,f,f,f,c,b,p,e,b,o,o,o,o,p,w,o,o,o,v,d
p,x,y,n,f,f,f,c,n,b,t,o,s,o,p,p,p,w,o,e,w,v,d
p,f,s,w,t,f,f,c,b,p,t,b,s,s,w,w,p,w,o,p,o,v,g
p,f,s,g,t,f,f,c,b,gh,t,b,s,s,w,w,p,w,o,p,o,o,g
p,f,y,y,f,f,f,c,b,p,e,b,o,o,o,o,p,w,o,o,o,v,g
e,f,o,o,f,n,f,w,n,w,e,b,s,s,w,o,p,w,o,e,w,v,o
p,x,y,n,f,o,f,c,n,b,t,o,o,o,p,p,p,w,o,e,w,v,o
e,o,y,e,t,n,f,c,b,o,e,o,s,s,w,o,p,w,t,e,w,o,o
p,x,y,n,f,o,f,c,n,b,t,o,o,s,w,w,p,w,o,e,w,v,o
p,f,s,w,t,f,f,c,b,p,t,b,s,o,w,w,p,w,o,p,o,o,g
p,x,y,e,f,o,f,c,n,b,t,o,s,o,p,p,p,w,o,e,w,v,o
e,x,s,n,t,n,f,c,b,w,e,o,s,s,o,o,p,w,t,e,w,o,o
p,f,y,g,f,f,f,c,b,gh,e,b,o,o,p,p,p,w,o,o,o,v,p
p,x,s,w,t,f,f,c,b,w,t,b,o,o,w,w,p,w,o,p,o,v,o
e,f,s,e,t,n,f,c,b,w,e,o,s,s,o,o,p,w,t,e,w,o,o
p,f,y,y,f,f,f,c,b,p,e,b,o,o,o,p,p,w,o,o,o,v,d
p,f,y,y,f,f,f,c,b,p,e,b,o,o,o,p,p,w,o,o,o,v,d
e,f,y,e,t,n,f,c,b,o,e,o,s,s,o,w,p,w,t,e,w,o,o
p,f,s,g,t,f,f,c,b,p,t,b,o,o,w,w,p,w,o,p,o,v,g
e,o,s,n,t,n,f,c,b,o,e,o,s,s,o,w,p,w,t,e,w,o,o
p,f,y,y,f,f,f,c,b,p,e,b,o,o,o,o,p,w,o,o,o,o,d
p,x,s,w,t,f,f,c,b,w,t,b,s,o,w,w,p,w,o,p,o,o,g
p,x,y,n,f,o,f,c,n,b,t,o,s,o,p,p,p,w,o,e,w,v,p
p,f,y,y,f,f,f,c,b,p,e,b,o,o,o,o,p,w,o,o,o,o,g
p,f,y,w,t,n,f,c,b,o,e,b,s,s,w,w,p,w,t,p,o,v,g
p,x,y,n,f,o,f,c,n,b,t,o,o,s,p,p,p,w,o,e,w,v,d
e,f,y,w,f,n,f,c,n,w,e,o,s,o,w,w,p,w,o,o,o,v,d
e,x,y,w,f,n,f,c,n,gh,e,o,s,o,w,w,p,w,o,o,o,o,d
p,x,y,n,f,f,f,c,n,b,t,o,s,s,p,w,p,w,o,e,w,v,p
p,f,s,g,t,f,f,c,b,p,t,b,o,s,w,w,p,w,o,p,o,o,o
e,x,y,o,f,n,f,c,n,w,e,o,s,o,w,w,p,w,o,o,o,v,d
p,f,s,w,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,o,v,g
p,x,y,y,f,f,f,c,b,gh,e,b,o,o,p,o,p,w,o,o,o,v,d
p,f,s,g,t,f,f,c,b,gh,t,b,s,o,w,w,p,w,o,p,o,v,g
p,f,y,y,f,f,f,c,b,gh,e,b,o,o,p,o,p,w,o,o,o,o,p
p,x,o,y,f,f,f,c,b,gh,e,b,o,o,p,p,p,w,o,o,o,v,g
p,f,y,y,f,f,f,c,b,gh,e,b,o,o,p,o,p,w,o,o,o,o,d
p,x,s,g,t,f,f,c,b,p,t,b,o,o,w,w,p,w,o,p,o,o,g
e,f,y,o,f,n,f,c,n,o,e,o,s,o,w,w,p,w,o,o,o,v,d
p,f,s,w,t,f,f,c,b,w,t,b,o,s,w,w,p,w,o,p,o,o,g
e,o,s,n,t,n,f,c,b,w,e,o,s,s,o,o,p,w,t,e,w,o,o
p,x,y,n,f,o,f,c,n,b,t,o,o,o,p,w,p,w,o,e,w,v,d
p,x,s,g,t,f,f,c,b,w,t,b,o,o,w,w,p,w,o,p,o,o,g
p,f,y,y,f,f,f,c,b,gh,e,b,o,o,p,p,p,w,o,o,o,o,g
p,o,s,w,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,o,v,o
p,x,y,n,f,f,f,c,n,b,t,o,s,o,p,w,p,w,o,e,w,v,d
p,o,s,o,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,o,v,o
p,f,o,y,f,f,f,c,b,p,e,b,o,o,o,p,p,w,o,o,o,o,g
p,x,y,g,f,f,f,c,b,gh,e,b,o,o,o,o,p,w,o,o,o,o,d
e,x,y,e,t,n,f,c,b,o,e,o,s,s,w,w,p,w,t,e,w,o,o
e,o,s,o,t,n,f,c,b,w,e,o,s,s,o,o,p,w,t,e,w,o,o
p,x,y,n,f,f,f,c,n,b,t,o,o,s,p,w,p,w,o,e,w,v,o
e,x,s,e,t,n,f,c,b,o,e,o,s,s,o,o,p,w,t,e,w,o,o
p,f,s,o,t,n,f,c,b,o,e,b,s,s,w,w,p,w,t,p,o,v,o
e,f,s,n,t,n,f,c,b,w,e,o,s,s,w,w,p,w,t,e,w,o,o
p,x,y,e,f,o,f,c,n,b,t,o,s,o,p,p,p,w,o,e,w,v,p
e,f,y,o,t,n,f,c,b,w,e,o,s,s,o,o,p,w,t,e,w,o,o
p,x,s,g,t,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,o,o,o
p,f,s,o,t,n,f,c,b,gh,e,b,s,s,w,w,p,w,t,p,o,v,g
p,x,y,n,f,o,f,c,n,b,t,o,s,o,p,w,p,w,o,e,w,v,o
p,x,y,e,f,o,f,c,n,b,t,o,o,s,w,w,p,w,o,e,w,v,o
p,f,y,y,f,f,f,c,b,gh,e,b,o,o,o,o,p,w,o,o,o,o,g
p,x,y,n,f,f,f,c,n,b,t,o,s,o,w,p,p,w,o,e,w,v,o
p,x,y,n,f,o,f,c,n,b,t,o,o,o,w,p,p,w,o,e,w,v,d
p,f,s,g,t,f,f,c,b,w,t,b,o,s,w,w,p,w,o,p,o,v,o
e,x,y,o,t,n,f,c,b,w,e,o,s,s,o,w,p,w,t,e,w,o,o
e,x,y,o,f,n,f,c,n,o,e,o,s,o,w,w,p,w,o,o,o,o,d
p,f,y,y,f,f,f,c,b,gh,e,b,o,o,o,p,p,w,o,o,o,o,p
p,x,s,g,t,f,f,c,b,gh,t,b,s,o,w,w,p,w,o,p,o,v,g
p,x,y,n,f,o,f,c,n,b,t,o,s,o,w,p,p,w,o,e,w,v,o
p,f,s,g,t,f,f,c,b,gh,t,b,s,o,w,w,p,w,o,p,o,v,o
p,x,s,o,t,f,f,c,b,gh,t,b,s,o,w,w,p,w,o,p,o,v,g
p,x,o,y,f,f,f,c,b,gh,e,b,o,o,o,p,p,w,o,o,o,o,g
p,o,s,w,t,n,f,c,b,o,e,b,s,s,w,w,p,w,t,p,o,v,g
e,o,y,n,t,n,f,c,b,o,e,o,s,s,o,o,p,w,t,e,w,o,o
p,x,y,e,f,o,f,c,n,b,t,o,o,o,w,w,p,w,o,e,w,v,d
p,f,y,y,f,f,f,c,b,p,e,b,o,o,o,o,p,w,o,o,o,v,p
e,x,y,o,t,n,f,c,b,w,e,o,s,s,o,w,p,w,t,e,w,o,o
p,x,s,o,t,f,f,c,b,p,t,b,s,o,w,w,p,w,o,p,o,v,g
p,f,s,g,t,f,f,c,b,w,t,b,o,o,w,w,p,w,o,p,o,v,o
p,f,s,o,t,f,f,c,b,p,t,b,s,s,w,w,p,w,o,p,o,o,o
p,f,y,y,f,f,f,c,b,p,e,b,o,o,o,o,p,w,o,o,o,o,d
p,x,y,n,f,f,f,c,n,b,t,o,s,s,w,p,p,w,o,e,w,v,p
p,f,s,w,t,f,f,c,b,gh,t,b,o,o,w,w,p,w,o,p,o,v,o
e,o,y,n,t,n,f,c,b,o,e,o,s,s,w,w,p,w,t,e,w,o,o
e,x,s,e,t,n,f,c,b,w,e,o,s,s,o,o,p,w,t,e,w,o,o
e,x,y,w,f,n,f,c,n,p,e,o,s,o,w,w,p,w,o,o,o,v,d
p,f,s,o,t,f,f,c,b,p,t,b,o,s,w,w,p,w,o,p,o,o,o
p,f,s,g,t,f,f,c,b,gh,t,b,s,s,w,w,p,w,o,p,o,o,o
e,f,s,e,t,n,f,c,b,o,e,o,s,s,w,w,p,w,t,e,w,o,o
p,f,y,y,f,f,f,c,b,p,e,b,o,o,o,p,p,w,o,o,o,o,g
p,x,y,n,f,o,f,c,n,b,t,o,o,o,p,w,p,w,o,e,w,v,o
p,f,s,w,t,n,f,c,b,gh,e,b,s,s,w,w,p,w,t,p,o,v,g
p,f,y,g,f,f,f,c,b,p,e,b,o,o,o,o,p,w,o,o,o,o,d
e,x,o,n,f,n,f,w,n,w,e,b,s,s,w,o,p,w,o,e,w,v,o
p,f,y,y,f,f,f,c,b,p,e,b,o,o,o,o,p,w,o,o,o,o,d
p,x,s,w,t,f,f,c,b,p,t,b,o,s,w,w,p,w,o,p,o,o,o
e,x,s,o,t,n,f,c,b,w,e,o,s,s,o,o,p,w,t,e,w,o,o
e,x,s,o,t,n,f,c,b,w,e,o,s,s,w,o,p,w,t,e,w,o,o
p,x,s,g,t,f,f,c,b,w,t,b,o,o,w,w,p,w,o,p,o,v,g
p,f,o,g,f,f,f,c,b,p,e,b,o,o,p,o,p,w,o,o,o,o,p
p,x,s,w,t,f,f,c,b,gh,t,b,s,o,w,w,p,w,o,p,o,o,g
p,x,o,y,f,f,f,c,b,gh,e,b,o,o,o,p,p,w,o,o,o,v,p
p,f,s,w,t,f,f,c,b,p,t,b,s,s,w,w,p,w,o,p,o,o,o
e,o,y,n,t,n,f,c,b,w,e,o,s,s,o,o,p,w,t,e,w,o,o
e,x,y,o,t,n,f,c,b,o,e,o,s,s,w,w,p,w,t,e,w,o,o
p,f,y,y,f,f,f,c,b,gh,e,b,o,o,o,o,p,w,o,o,o,o,g
e,f,y,o,t,n,f,c,b,o,e,o,s,s,w,w,p,w,t,e,w,o,o
e,x,s,e,t,n,f,c,b,w,e,o,s,s,w,w,p,w,t,e,w,o,o
p,x,s,g,t,f,f,c,b,p,t,b,o,o,w,w,p,w,o,p,o,v,o
p,f,s,o,t,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,o,v,o
p,f,y,y,f,f,f,c,b,gh,e,b,o,o,o,p,p,w,o,o,o,v,p
p,x,s,o,t,f,f,c,b,gh,t,b,s,o,w,w,p,w,o,p,o,v,o
p,f,s,w,t,f,f,c,b,gh,t,b,s,s,w,w,p,w,o,p,o,v,g
p,f,y,y,f,f,f,c,b,gh,e,b,o,o,o,o,p,w,o,o,o,v,g
p,f,y,y,f,f,f,c,b,p,e,b,o,o,o,p,p,w,o,o,o,o,d
p,f,y,g,f,f,f,c,b,gh,e,b,o,o,o,p,p,w,o,o,o,o,p
p,f,o,g,f,f,f,c,b,gh,e,b,o,o,o,o,p,w,o,o,o,v,p
p,o,s,o,t,n,f,c,b,gh,e,b,s,s,w,w,p,w,t,p,o,v,o
p,x,y,n,f,f,f,c,n,b,t,o,s,s,p,w,p,w,o,e,w,v,o
p,o,s,w,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,o,v,g
e,x,y,n,t,n,f,c,b,w,e,o,s,s,w,w,p,w,t,e,w,o,o
p,x,y,n,f,o,f,c,n,b,t,o,s,s,p,w,p,w,o,e,w,v,p
p,x,y,n,f,o,f,c,n,b,t,o,s,s,w,p,p,w,o,e,w,v,p
p,x,y,n,f,f,f,c,n,b,t,o,o,s,w,p,p,w,o,e,w,v,p
p,f,s,o,t,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,o,o,g
p,o,y,y,f,n,f,c,n,w,e,o,o,o,w,o,p,w,o,e,w,v,d
p,x,s,g,t,f,f,c,b,w,t,b,o,o,w,w,p,w,o,p,o,v,o
e,f,y,o,t,n,f,c,b,o,e,o,s,s,w,w,p,w,t,e,w,o,o
e,o,s,o,t,n,f,c,b,o,e,o,s,s,o,o,p,w,t,e,w,o,o
e,f,y,n,t,n,f,c,b,w,e,o,s,s,o,o,p,w,t,e,w,o,o
p,o,y,o,t,n,f,c,b,gh,e,b,s,s,w,w,p,w,t,p,o,v,o
p,x,s,g,t,f,f,c,b,w,t,b,s,o,w,w,p,w,o,p,o,v,g
p,x,s,g,t,f,f,c,b,p,t,b,s,s,w,w,p,w,o,p,o,o,g
p,x,o,y,f,f,f,c,b,p,e,b,o,o,o,o,p,w,o,o,o,v,g
p,x,y,n,f,o,f,c,n,b,t,o,o,s,p,w,p,w,o,e,w,v,p
p,f,y,o,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,o,v,g
p,x,s,o,t,f,f,c,b,gh,t,b,o,o,w,w,p,w,o,p,o,v,o
p,o,s,o,t,n,f,c,b,o,e,b,s,s,w,w,p,w,t,p,o,v,g
e,f,y,w,f,n,f,c,n,p,e,o,s,o,w,w,p,w,o,o,o,o,d
e,x,y,n,f,n,f,w,n,w,e,b,o,s,w,o,p,w,o,e,w,v,o
p,x,o,y,f,f,f,c,b,p,e,b,o,o,o,o,p,w,o,o,o,v,p
p,f,s,o,t,f,f,c,b,gh,t,b,s,o,w,w,p,w,o,p,o,v,g
p,f,y,y,f,f,f,c,b,gh,e,b,o,o,o,p,p,w,o,o,o,v,g
e,o,s,e,t,n,f,c,b,o,e,o,s,s,o,o,p,w,t,e,w,o,o
p,f,o,y,f,f,f,c,b,gh,e,b,o,o,p,p,p,w,o,o,o,o,p
p,o,o,n,f,n,f,c,n,w,e,o,o,o,w,o,p,w,o,e,w,v,d
p,x,y,n,f,o,f,c,n,b,t,o,o,s,p,p,p,w,o,e,w,v,p
p,f,y,y,f,f,f,c,b,gh,e,b,o,o,o,o,p,w,o,o,o,o,d
p,x,y,y,f,f,f,c,b,gh,e,b,o,o,o,o,p,w,o,o,o,o,g
p,x,s,g,t,f,f,c,b,p,t,b,o,s,w,w,p,w,o,p,o,o,g
p,x,y,n,f,f,f,c,n,b,t,o,s,o,w,p,p,w,o,e,w,v,d
e,x,y,n,t,n,f,c,b,w,e,o,s,s,o,w,p,w,t,e,w,o,o
e,f,y,n,f,n,f,w,n,w,e,b,o,o,w,o,p,w,o,e,w,v,o
p,f,y,o,t,n,f,c,b,gh,e,b,s,s,w,w,p,w,t,p,o,v,g
p,o,o,n,f,n,f,c,n,w,e,o,o,o,w,o,p,w,o,e,w,v,d
p,f,y,g,f,f,f,c,b,gh,e,b,o,o,p,o,p,w,o,o,o,v,g
p,x,y,n,f,o,f,c,n,b,t,o,o,o,p,w,p,w,o,e,w,v,p
p,f,o,g,f,f,f,c,b,gh,e,b,o,o,p,p,p,w,o,o,o,o,d
p,f,o,g,f,f,f,c,b,p,e,b,o,o,o,p,p,w,o,o,o,v,d
p,x,s,g,t,f,f,c,b,p,t,b,s,o,w,w,p,w,o,p,o,o,g
e,x,y,o,f,n,f,c,n,o,e,o,s,o,w,w,p,w,o,o,o,o,d
p,x,y,n,f,o,f,c,n,b,t,o,o,s,p,p,p,w,o,e,w,v,p
p,f,s,o,t,n,f,c,b,gh,e,b,s,s,w,w,p,w,t,p,o,v,o
p,x,y,e,f,o,f,c,n,b,t,o,o,o,p,p,p,w,o,e,w,v,o
p,f,s,o,t,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,o,v,g
p,x,s,o,t,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,o,v,o
e,o,s,e,t,n,f,c,b,o,e,o,s,s,w,w,p,w,t,e,w,o,o
p,f,s,o,t,f,f,c,b,w,t,b,s,o,w,w,p,w,o,p,o,o,g
e,x,o,n,f,n,f,w,n,w,e,b,o,o,w,o,p,w,o,e,w,v,o
p,f,y,y,f,f,f,c,b,p,e,b,o,o,p,o,p,w,o,o,o,v,d
e,f,y,w,f,n,f,c,n,w,e,o,s,o,w,w,p,w,o,o,o,o,d
p,f,s,w,t,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,o,o,o
p,f,s,o,t,n,f,c,b,o,e,b,s,s,w,w,p,w,t,p,o,v,g
p,f,y,y,f,f,f,c,b,p,e,b,o,o,p,o,p,w,o,o,o,o,d
p,f,s,g,t,f,f,c,b,gh,t,b,s,o,w,w,p,w,o,p,o,o,g
p,x,y,n,f,f,f,c,n,b,t,o,s,o,p,w,p,w,o,e,w,v,o
p,f,y,y,f,f,f,c,b,gh,e,b,o,o,o,o,p,w,o,o,o,v,g
p,f,s,g,t,f,f,c,b,gh,t,b,o,s,w,w,p,w,o,p,o,o,g
p,f,s,w,t,f,f,c,b,gh,t,b,s,o,w,w,p,w,o,p,o,o,o
p,x,y,n,f,o,f,c,n,b,t,o,s,o,w,w,p,w,o,e,w,v,d
p,f,o,y,f,f,f,c,b,p,e,b,o,o,o,o,p,w,o,o,o,o,d
p,x,y,n,f,f,f,c,n,b,t,o,o,o,w,p,p,w,o,e,w,v,d
p,o,y,o,t,n,f,c,b,gh,e,b,s,s,w,w,p,w,t,p,o,v,g
p,f,y,y,f,f,f,c,b,gh,e,b,o,o,o,p,p,w,o,o,o,v,g
p,x,y,e,f,o,f,c,n,b,t,o,o,s,w,p,p,w,o,e,w,v,o
p,x,y,n,f,f,f,c,n,b,t,o,o,s,w,w,p,w,o,e,w,v,d
e,o,y,o,t,n,f,c,b,o,e,o,s,s,w,w,p,w,t,e,w,o,o
e,x,y,w,f,n,f,c,n,p,e,o,s,o,w,w,p,w,o,o,o,o,d
p,f,s,o,t,f,f,c,b,p,t,b,s,o,w,w,p,w,o,p,o,v,o
p,f,y,y,f,f,f,c,b,gh,e,b,o,o,o,p,p,w,o,o,o,o,g
p,x,y,e,f,f,f,c,n,b,t,o,o,s,p,p,p,w,o,e,w,v,p
p,f,s,e,f,o,f,c,n,b,t,o,o,s,p,p,p,w,o,e,w,v,d
p,x,y,e,f,f,f,c,n,b,t,o,s,s,w,p,p,w,o,e,w,v,d
p,x,s,n,f,f,f,c,n,b,t,o,o,o,w,w,p,w,o,e,w,v,p
p,f,y,n,f,f,f,c,n,b,t,o,o,s,w,w,p,w,o,e,w,v,p
p,f,y,e,f,o,f,c,n,b,t,o,s,o,p,p,p,w,o,e,w,v,d
p,o,y,n,f,o,f,c,n,b,t,o,o,s,p,p,p,w,o,e,w,v,o
p,f,y,e,f,o,f,c,n,b,t,o,s,s,w,w,p,w,o,e,w,v,p
p,x,s,e,f,o,f,c,n,b,t,o,s,o,p,w,p,w,o,e,w,v,o
p,f,y,n,f,f,f,c,n,b,t,o,s,o,p,p,p,w,o,e,w,v,p
p,f,y,e,f,f,f,c,n,b,t,o,o,o,p,w,p,w,o,e,w,v,d
p,x,s,e,f,o,f,c,n,b,t,o,s,s,w,p,p,w,o,e,w,v,o
p,x,s,n,f,o,f,c,n,b,t,o,o,o,p,p,p,w,o,e,w,v,o
p,f,s,e,f,f,f,c,n,b,t,o,o,s,p,w,p,w,o,e,w,v,d
p,f,s,e,f,o,f,c,n,b,t,o,o,o,w,p,p,w,o,e,w,v,o
p,f,y,e,f,f,f,c,n,b,t,o,s,o,p,p,p,w,o,e,w,v,p
p,f,y,n,f,o,f,c,n,b,t,o,s,o,p,p,p,w,o,e,w,v,p
p,f,y,n,f,f,f,c,n,b,t,o,o,s,p,w,p,w,o,e,w,v,p
p,x,y,e,f,o,f,c,n,b,t,o,o,s,w,p,p,w,o,e,w,v,d
p,o,s,n,f,o,f,c,n,b,t,o,s,o,p,p,p,w,o,e,w,v,p
p,x,s,n,f,f,f,c,n,b,t,o,s,s,w,w,p,w,o,e,w,v,o
p,f,s,e,f,o,f,c,n,b,t,o,o,o,p,w,p,w,o,e,w,v,d
p,f,y,e,f,o,f,c,n,b,t,o,o,o,w,w,p,w,o,e,w,v,o
p,o,s,e,f,o,f,c,n,b,t,o,s,s,p,p,p,w,o,e,w,v,p
p,f,y,e,f,o,f,c,n,b,t,o,o,s,p,p,p,w,o,e,w,v,d
p,x,s,n,f,o,f,c,n,b,t,o,o,o,w,w,p,w,o,e,w,v,p
p,f,s,e,f,o,f,c,n,b,t,o,o,o,w,w,p,w,o,e,w,v,d
p,f,s,n,f,o,f,c,n,b,t,o,o,o,w,w,p,w,o,e,w,v,o
p,f,y,e,f,o,f,c,n,b,t,o,o,s,p,p,p,w,o,e,w,v,d
p,f,s,e,f,o,f,c,n,b,t,o,s,s,w,p,p,w,o,e,w,v,o
p,f,s,n,f,o,f,c,n,b,t,o,o,o,w,w,p,w,o,e,w,v,p
p,f,y,e,f,o,f,c,n,b,t,o,s,o,w,p,p,w,o,e,w,v,p
p,x,s,e,f,o,f,c,n,b,t,o,o,o,p,w,p,w,o,e,w,v,o
p,f,s,e,f,f,f,c,n,b,t,o,s,o,w,w,p,w,o,e,w,v,p
p,x,s,n,f,o,f,c,n,b,t,o,o,o,w,w,p,w,o,e,w,v,d
p,f,y,n,f,o,f,c,n,b,t,o,s,o,w,p,p,w,o,e,w,v,p
p,x,y,e,f,f,f,c,n,b,t,o,o,s,w,w,p,w,o,e,w,v,o
p,f,y,n,f,o,f,c,n,b,t,o,o,s,p,w,p,w,o,e,w,v,o
e,o,s,n,f,n,a,c,b,o,e,o,s,s,o,o,p,n,o,p,n,o,o
p,f,s,n,f,o,f,c,n,b,t,o,o,o,p,p,p,w,o,e,w,v,d
e,x,s,n,f,n,a,c,b,o,e,o,s,s,o,o,p,n,o,p,n,v,o
p,f,y,e,f,o,f,c,n,b,t,o,s,s,p,p,p,w,o,e,w,v,d
p,f,y,n,f,o,f,c,n,b,t,o,o,s,p,w,p,w,o,e,w,v,o
p,f,y,e,f,o,f,c,n,b,t,o,s,o,w,p,p,w,o,e,w,v,p
p,f,s,n,f,o,f,c,n,b,t,o,o,s,w,w,p,w,o,e,w,v,o
p,x,y,e,f,o,f,c,n,b,t,o,s,o,w,w,p,w,o,e,w,v,o
p,x,s,n,f,f,f,c,n,b,t,o,s,s,p,p,p,w,o,e,w,v,d
p,f,s,n,f,o,f,c,n,b,t,o,s,o,w,p,p,w,o,e,w,v,d
p,f,y,e,f,o,f,c,n,b,t,o,s,o,w,w,p,w,o,e,w,v,d
p,f,s,n,f,f,f,c,n,b,t,o,o,o,w,w,p,w,o,e,w,v,d
p,f,s,n,f,o,f,c,n,b,t,o,s,o,p,w,p,w,o,e,w,v,p
p,f,s,n,f,f,f,c,n,b,t,o,s,o,w,w,p,w,o,e,w,v,o
p,f,y,e,f,o,f,c,n,b,t,o,o,s,w,p,p,w,o,e,w,v,d
p,f,s,e,f,o,f,c,n,b,t,o,s,o,p,p,p,w,o,e,w,v,o
p,x,y,e,f,f,f,c,n,b,t,o,s,o,w,p,p,w,o,e,w,v,o
p,x,s,e,f,o,f,c,n,b,t,o,o,s,w,p,p,w,o,e,w,v,d
p,f,s,e,f,f,f,c,n,b,t,o,s,s,p,p,p,w,o,e,w,v,d
p,f,y,n,f,o,f,c,n,b,t,o,o,s,w,w,p,w,o,e,w,v,p
p,x,y,e,f,f,f,c,n,b,t,o,o,s,w,p,p,w,o,e,w,v,d
p,o,s,e,f,o,f,c,n,b,t,o,s,s,w,p,p,w,o,e,w,v,o
p,o,s,n,f,f,f,c,n,b,t,o,o,o,w,p,p,w,o,e,w,v,o
p,f,y,n,f,f,f,c,n,b,t,o,s,s,p,w,p,w,o,e,w,v,d
p,x,s,e,f,o,f,c,n,b,t,o,s,s,p,p,p,w,o,e,w,v,o
p,x,y,e,f,f,f,c,n,b,t,o,o,o,w,p,p,w,o,e,w,v,o
p,f,y,e,f,o,f,c,n,b,t,o,s,s,w,p,p,w,o,e,w,v,p
p,f,y,n,f,o,f,c,n,b,t,o,s,s,p,w,p,w,o,e,w,v,o
p,f,s,e,f,f,f,c,n,b,t,o,s,o,w,p,p,w,o,e,w,v,p
p,x,s,n,f,o,f,c,n,b,t,o,s,o,p,w,p,w,o,e,w,v,p
e,x,o,w,f,n,f,w,b,w,e,o,o,o,w,w,p,w,t,p,w,o,g
p,f,y,n,f,o,f,c,n,b,t,o,s,o,w,p,p,w,o,e,w,v,p
p,x,s,n,f,f,f,c,n,b,t,o,s,o,p,p,p,w,o,e,w,v,d
p,x,s,e,f,f,f,c,n,b,t,o,s,s,p,w,p,w,o,e,w,v,d
p,f,s,n,f,o,f,c,n,b,t,o,s,s,p,w,p,w,o,e,w,v,o
p,f,s,n,f,o,f,c,n,b,t,o,s,o,p,p,p,w,o,e,w,v,o
p,x,y,e,f,o,f,c,n,b,t,o,o,o,w,p,p,w,o,e,w,v,o
p,x,s,e,f,f,f,c,n,b,t,o,o,s,p,p,p,w,o,e,w,v,d
p,f,s,n,f,o,f,c,n,b,t,o,s,o,w,p,p,w,o,e,w,v,o
p,o,s,n,f,f,f,c,n,b,t,o,o,o,p,p,p,w,o,e,w,v,p
p,f,y,n,f,o,f,c,n,b,t,o,o,s,w,w,p,w,o,e,w,v,p
p,x,s,n,f,o,f,c,n,b,t,o,o,s,p,p,p,w,o,e,w,v,o
p,f,y,e,f,o,f,c,n,b,t,o,o,s,p,w,p,w,o,e,w,v,o
